The product status will be 'Disabled' until it is approved from admin.,"Der Status Produkt wird ‚Deaktiviert‘, bis er von Admin genehmigt."
The seller has already added more products. Please either increase the limit or save it as it is.,Der Verkäufer hat bereits mehr Produkte hinzugefügt. Bitte erhöhen entweder die Grenze oder speichern Sie es wie es ist.
Reason,Grund
Required field,Pflichtfeld
Submit,einreichen
Why do you want to do this?,Warum wollen Sie das tun?
Continue,Fortsetzen
Something went wrong. Please try again.,Etwas ist schief gelaufen. Bitte versuche es erneut.
Vacation Interval: ,Urlaub Interval:
Is Active: ,Ist aktiv:
Vacation Halt Status: ,Urlaub Halt Status:
Comment: ,Kommentar:
Reason for canceling vacation: ,Grund für die Annullierung Urlaub:
Vacation Detail,Urlaub Details
Your comment to cancel this vacation,Ihr Kommentar diesen Urlaub zu stornieren
Register as Seller,Registrieren Sie sich als Verkäufer
Yes,Ja
No,Nein
Marketplace CRON Instructions,Markt CRON Anleitung
Vacation CRON,Urlaub CRON
Disable the products during the seller's vacation period.,Deaktivieren Sie die Produkte während der Urlaubszeit des Verkäufers.
Low Stock Notification CRON,Wenige Exemplare auf Lager Mitteilung CRON
Send the notification to the sellers about their low stock products.,Senden Sie die Mitteilung an die Verkäufer über ihre niedrigen vorrätige Produkte.
Cron Instructions,cron Anleitung
Add the Cron Jobs to your store via control panel/putty. Find below the Instruction to add the Cron Jobs.,"Fügen Sie die Cron Jobs zu Ihrem Geschäft über das Bedienfeld / Kitt. Unten finden Sie die Anweisung, den Cron Jobs hinzuzufügen."
URLs to Add to Cron via Control Panel,URLs Cron über Systemsteuerung hinzufügen
1. Vacation CRON,1. Ferien CRON
2. Low Stock Notification CRON,2. Niedrige Auf Mitteilung CRON
Cron setup via SSH,Cron-Setup via SSH
Choose Store Categories,Wählen Sie Shopkategorien
Collapse All,Alles schließen
Expand All,Alle erweitern
This operation can take a long time,Dieser Vorgang kann sehr lange dauern
Please confirm site switching. All data that hasn\'t been saved will be lost.,"Bitte bestätigen Website-Umschaltung. Alle Daten, die hasn \ 't gespeichert werden verloren gehen."
Warning message,Warnmeldung
Field cannot be empty.,Feld kann nicht leer sein.
You can enter only numbers.,Sie können nur Nummern eingeben.
Number should be greater than 0.,Zahl sollte größer als 0 sein.
Field cannot be greater than {#} characters.,Feld kann nicht größer sein als {#} Zeichen.
Field cannot be less than {#} character(s).,Feld kann nicht weniger als {#} Zeichen (s).
Please enter Email.,Bitte geben Sie E-Mail.
Please enter a valid Email.,Bitte geben Sie eine gültige Email-Adresse ein.
Invalid date format.,Ungültiges Datumsformat.
Number is not in the valid range. It should be between {#} and {##},Anzahl ist nicht im gültigen Bereich. Es sollte zwischen {#} und {##}
Field should be numeric.,Feld sollte numerisch sein.
Field should be positive.,Feld sollte positiv sein.
Field can have only upto two decimal values.,Feld kann nur bis zu zwei Dezimalwerte haben.
Email cannot be greater than {#} characters.,E-Mail kann nicht größer sein als {#} Zeichen.
Zip should not have special characters.,Zip sollte keine Sonderzeichen haben.
Percentage should be in number.,Prozentsatz sollte in Zahl sein.
Percentage should be between 0 and 100.,Prozentsatz sollte zwischen 0 und 100 liegen.
Size cannot be greater than {#} characters.,Größe kann nicht größer sein als {#} Zeichen.
Color could not be greater than {#} characters.,Farbe könnte nicht größer sein als {#} Zeichen.
Color is not valid.,Die Farbe ist nicht gültig.
Special characters are not allowed.,Sonderzeichen sind nicht erlaubt.
Script tags are not allowed.,Script-Tags sind nicht erlaubt.
Style tags are not allowed.,Style-Tags sind nicht erlaubt.
Iframe tags are not allowed.,Iframe-Tags sind nicht erlaubt.
Uploaded file is not an image.,Die hochgeladene Datei ist kein Bild.
Uploaded file size must be less than {#}.,Uploaded Dateigröße muss kleiner sein als {#}.
Field should not contain HTML tags.,Feld sollte keine HTML-Tags enthalten.
You can enter only positive numbers.,Sie können nur positive Zahlen eingeben.
Are you sure?,Bist du sicher?
Comment,Kommentar
Are you sure to update feature status of this seller?,"Sind Sie sicher, Funktionsstatus des Verkäufers zu aktualisieren?"
Do you have any comment?,Haben Sie jeden Kommentar haben?
"For accurate reporting, be sure to refresh lifetime statistics whenever you change the time zone.","Für eine genaue Berichterstattung, sollten Sie Lebensdauer Statistiken aktualisieren, wenn Sie die Zeitzone ändern."
To refresh last day's,Zum Aktualisieren des letzten Tages
statistics,Statistiken
click,klicken
here,Hier
Filter,Filter
Period,Zeitraum
Day,Tag
Month,Monat
Year,Jahr
From,Von
Select Date,Datum auswählen
To,Zu
Choose Category,Kategorie auswählen
All Categories,Alle Kategorien
Choose a Seller,Wählen Sie einen Verkäufer
All Sellers,Alle Verkäufer
NA,N / A
PayPal Payout Settings,PayPal Auszahlungseinstellungen
Active,Aktiv
Enable or Disable Paypal Payment Method.,Aktivieren oder Paypal Zahlungs-Methode deaktivieren.
Client ID,Kunden ID
Client Secret,Client-Geheimnis
Paypal Mode,Paypal-Modus
Sandbox,Sandkasten
Live,Leben
Paypal Email Subject,Paypal E-Mail Betreff
Paypal Currency ,Paypal Währung
Select the default currency set in Paypal Account.,Wählen Sie die Standardwährung Satz in Paypal-Konto.
Are You Sure you want to reset the settings?,Sind Sie sicher Sie die Einstellungen zurücksetzen?
Edit Email Template,E-Mail bearbeiten Template
About Template,Über Vorlage
Template Subject,Vorlage Betreff
Email Content,E-Mail-Inhalt
Template Content,Vorlage Inhalt
Please do not edit or remove any template variable.,Bitte nicht bearbeiten oder einen Template-Variable entfernen.
Example,Beispiel
Seller Account Settings,Verkäufer-Kontoeinstellungen
Default Commission,Standard Kommission
Please enter a number between 0 and 100 only and in a proper format.,Bitte geben Sie eine Zahl zwischen 0 und 100 nur und in einem geeigneten Format.
Use Global,Use Global
New Product Limit,Neue Produkt-Grenze
Limit the sellers to add new products without account approval.,"Beschränken Sie den Verkäufer, um neue Produkte hinzuzufügen, ohne Konto Genehmigung."
If left blank than product limit will be assumed 0.,Wenn als Produkt Limit leer gelassen wird 0 angenommen werden.
Categories Allowed,Kategorien erlaubt
If no category is selected that will mean that all the categories are allowed.,"Wenn keine Kategorie ausgewählt ist, die bedeutet, dass alle Kategorien sind erlaubt."
Product Approval Required,Produkt-Genehmigung erforderlich
Enable,Aktivieren
Disable,deaktivieren
Enable Seller Review,Aktivieren Verkäufer Bewertung
Required Seller Review Approval,Erforderlich Verkäufer Bewertung Approval
Email to Seller on Order Place,E-Mail an den Verkäufer auf Bestellung Platz
Please enter a valid number in this field.,Bitte geben Sie eine gültige Nummer in diesem Feld.
Payout Transaction Request,Auszahlungstransaktionsanfrage
Required Field,Pflichtfeld
Invalid Value,Ungültiger Wert
"Invalid Value, please enter a number greater than zero","Ungültigen Wert, geben Sie bitte eine Zahl größer als Null"
Minimum 30 character required,Mindestens 30 Zeichen erforderlich
General Settings,Allgemeine Einstellungen
Enable Marketplace,Aktivieren Markt
Toggle to enable or disable extension,Umschalten zu aktivieren oder zu deaktivieren Erweiterung
Default Commission (%),Standard Kommission (%)
Set default commission in percentage for each product.,Festlegen von Standardprovision für jedes Produkt in Prozent.
Choose the categories allowed for the sellers. If no category is selected that will mean that all the categories are allowed.,"Wählen Sie die Kategorien für die Verkäufer erlaubt. Wenn keine Kategorie ausgewählt ist, die bedeutet, dass alle Kategorien sind erlaubt."
Register as Seller Field,Registrieren Sie sich als Verkäufer Feld
Enable to add 'Register as Seller' field while registering.,"Aktivieren Sie ‚Register als Verkäufer‘ Feld hinzufügen, während der Registrierung."
Enable Bulk Import/Export,Aktivieren Sie Bulk-Import / Export
"If disable, no seller will be able to use bulk import/export feature.","Wenn deaktivieren, wird kein Verkäufer in der Lage sein, Bulk-Import / Export-Funktion zu nutzen."
If enable an email will be sent to seller on order for his product.,"Wenn eine E-Mail ermöglichen wird, an den Verkäufer auf, um für sein Produkt geschickt."
Enable Vacation Mode,Aktivieren Urlaubsmodus
"If disable, no seller will be able to use vacation feature.","Wenn deaktivieren, wird kein Verkäufer in der Lage sein Urlaub Funktion nutzen zu können."
Show Seller Info on Product Page,Show Verkäufer Info auf Produktseite
Enable/Disable to show/hide seller info on product page.,Aktivieren / Deaktivieren / auszublenden Verkäufer Info auf der Produktseite zu zeigen.
Enable or Disable Approval of product for the sellers.,Aktivieren oder Deaktivieren der Zulassung des Produkts für die Verkäufer.
Default limit for sellers of adding new products before account approval. Blank will be considered as 0.,Standardlimit für Verkäufer das Hinzufügen neuer Produkte vor dem Konto Genehmigung. Blank wird als 0 betrachtet werden.
Enable or Disable Seller review feature. This feature enables the customers to add review for sellers.,Aktivieren oder Deaktivieren von Verkäufer Überprüfung Funktion. Diese Funktion ermöglicht es den Kunden eine Bewertung für Verkäufer hinzufügen.
Seller Review Approval Required,Verkäufer Bewertung Genehmigung erforderlich
Enable or Disable Approval for seller review. Once the review is approved then only it will be visible to the customers.,Aktivieren oder Deaktivieren Genehmigung für den Verkäufer Bewertung. Sobald die Überprüfung dann genehmigt wird nur wird es für die Kunden sichtbar sein.
Enable Seller List,Aktivieren Verkäufer Liste
Show or Hide Sellers List from customers.,Ein- oder ausblenden Sellers Liste von Kunden.
Enable Search Box,Aktivieren Suchfeld
Enable or Disbale search box to search seller on seller listing page.,Aktivieren oder Disbale Suchfeld Verkäufer auf Verkäufer Angebot Seite zu suchen.
Low Stock Configuration,Wenige Exemplare auf Lager Configuration
Enable Low Stock Notification,Aktivieren Low Auf Benachrichtigung
Enable or Disable Low Stock Notification feature.,Aktivieren oder Low Auf Benachrichtigungsfunktion deaktivieren.
Low Inventory Limit,Low Inventar-Grenze
Enter the limit below that the products are considered low stock.,"Geben Sie die Grenze, unterhalb, dass die Produkte niedrige Lager berücksichtigt."
When to Notify,Wenn zu diesem Artikel
Choose when to notify the seller regarding the critical inventories.,"Wählen Sie, wenn Sie den Verkäufer in Bezug auf die kritischen Vorräte informieren."
Cron Job,Cron-Job
On Order Place,Auf Bestellung Platz
Send Notifications From,Senden Sie Benachrichtigungen von
Choose the email from which you want to send the notifications.,Wählen Sie die E-Mail aus dem Sie die Mitteilungen senden möchten.
Seller Name,Name des Verkäufers
Select,Wählen
Transaction ID,Transaktions-ID
Transaction Type,Art der Transaktion
Amount,Menge
Send Email to Seller,Senden Sie E-Mail an Verkäufer
"Invalid Value, please enter a number greater then zero","Ungültiger Wert, geben Sie bitte eine Zahl größer als Null"
Add New Transaction,In New Transaktion
Posted On: ,Veröffentlicht am:
Customer Rating: ,Kundenbewertung:
Review: ,Rezension:
Reason for Disapproval: ,Ablehnungsgrund:
Seller Review Detail,Verkäufer Rezensionsdetail
Provide Your Reason,Geben Sie Ihre Reason
We can\'t find products matching the selection.,Wir können \ 't Produkte entsprechend der Auswahl bereit.
View Details,Details anzeigen
In stock,Auf Lager
Out of stock,Ausverkauft
Learn More,Lern mehr
My Sales Dashboard,Meine Sales-Dashboard
Total Revenue,Gesamtumsatz
Total Orders,Gesamtaufträge
Total Products Sold,Insgesamt verkauften Produkte
Last 7 Days,Letzten 7 Tage
Sales Comparisons,Verkauf Vergleiche
Orders,Aufträge
Revenue,Einnahmen
Products Sold,Produkte verkauft
Discounts,Rabatte
Balance Amount Variations,Der Restbetrag Variations
Today,Heute
Yesterday,Gestern
This Week,Diese Woche
Last Week,Letzte Woche
This Month,Diesen Monat
Last Month,Im vergangenen Monat
This Year,Dieses Jahr
Last Year,Vergangenes Jahr
Last 10 Orders,Die letzten 10 Bestellungen
View All Orders,Alle Bestellungen
Order Number,Bestellnummer
Order Date,Auftragsdatum
Customer Name,Kundenname
Customer Email,Kunden-eMail
Qty,Anz
Status,Status
Order Total,Betellungsbetrag
click to view order,"Klicken Sie, um zu sehen"
No Orders Placed Yet,"Keine Bestellungen, die noch"
Seller Products,Verkäufer Produkte
Filter Products,Filter Produkte
Category,Kategorie
Sort By,Sortiere nach
Name,Name
SKU,SKU
Price(low to high),Preis niedrig bis hoch)
Price(high to low),Preis (absteigend)
Products Feedback,Produkte Feedback
Filter Your Search,Filtern Sie Ihre Suche
Search,Suche
Reset,rücksetzen
No Data,Keine Daten
Posted on,Veröffentlicht am
by,durch
Rating,Wertung
Summary,Zusammenfassung
Review,Rezension
My Products Catalog,Meine Produkte Katalog
New Product,Neues Produkt
Choose,Wählen
Please select atleast one item from list.,Bitte wählen Sie atleast ein Element aus der Liste.
Select Attribute Set for New Product,Wählen Sie Attribut für Neues Produkt Set
Attribute Set,Attribut Set
Product Type,Produktart
Choose Bulk Action,Wählen Sie Bulk-Aktion
Delete,Löschen
Status Update,Status-Update
Close,Schließen
Save,sparen
Save & Continue,Speichern fortsetzen
Duplicate,Duplikat
Cancel,Stornieren
%d characters remaining.,% D verbleibende Zeichen.
Please fill required fields with valid information.,Bitte füllen erforderlichen Felder mit gültigen Informationen.
Special price should be less than actual price,Sonderpreis sollte weniger als tatsächlicher Preis
Past date not allowed,Datum in der Vergangenheit nicht erlaubt
Quick simple product creation,Schnelle einfache Produktentstehung
Create,Erstellen
Prices,Preise
Meta Information,Meta-Informationen
General Information,Allgemeine Information
Allows your product's visibility on search or catalog page.,Ermöglicht Ihr Produkt Sichtbarkeit auf Suche oder Katalogseite.
Maximum %d characters allowed.,Maximal% d Zeichen erlaubt.
Date of product from which this product will be marked as new.,"Datum des Erzeugnisses, von dem wird dieses Produkt als neu gekennzeichnet werden."
Date of product until which this product will be marked as new.,Datum Produkt bis zu dem dieses Produkt als neu gekennzeichnet werden.
Category Mapping,Kategorie Mapping
Associated Products,Zugehörige Produkte
Create Simple Product,Erstellen Sie einfaches Produkt
Quick Create,Schnell erstellen
Id,Ich würde
Sku,sku
Product Name,Produktname
Stock Status,Lagerbestand
Select Attribute,Wählen Sie Attribut
Attribute,Attribut
Price,Preis
Default Qty,Standard Anzahl
Samples,Proben
Title,Titel
File,Datei
Sort Order,Sortierreihenfolge
Add New Row,In New Row
Links,Links
Links can be purchased separately,Links können separat erworben werden
Max. Downloads,Max. Downloads
Shareable,Gemeinsam nutzbare
Sample,Probe
Unlimited,Unbegrenzt
Url,URL
Inventory,Inventar
Quantity,Menge
Manage Stock,verwalten Auf
"On enabling, stock will be managed automatically. For manual stock, select disable","Auf ermöglichen, wird eine Bestandsaufnahme automatisch verwaltet werden. Für die manuelle Lager, wählen Sie deaktivieren"
Qty Uses Decimal,Menge Verwendet Dezimal
Stock Availability,Lager Verfügbarkeit
Shipment,Sendung
Ship Bundle Items,Schiff Bundle Artikel
Separately,Separat
Together,Zusammen
Bundle Items Options,Bundle Elemente Optionen
Add New Option,In New Option
Default Title,Standardtitel
Delete Option,löschen Option
Input Type,Eingabetyp
Is Required,Wird benötigt
Position,Position
Add Selection,In Auswahl
Price Type,Preis Art
User Defined Qty,User Defined Menge
Default,Standard
Qty to Add,Menge Hinzufügen
Add Selected Product(s) to Option,Ausgewählte Produkt (e) auf Option
Images,Bilder
Image,Bild
Label,Etikette
Remove,Löschen
File is not supported,Datei wird nicht unterstützt
Upload New Image,Neues Bild hochladen
".jpeg, .jpg, .png, ,gif",".jpeg, .jpg, .png, gif"
No Image uploaded for this product,Kein Bild für dieses Produkt hochgeladen
Browse,Durchsuche
Related Products,Verwandte Produkte
This attribute set does not have attributes which we can use for configurable product,"Dieses Attribut gesetzt hat keine Attribute, die wir für konfigurierbares Produkt verwenden können"
Please select one or more attributes.,Bitte wählen Sie ein oder mehrere Attribute.
Sold By,Verkauft durch
Total %d review(s),Insgesamt% d Bewertung (en)
View Reviews,reviews anzeigen
Write Review,Eine Beurteilung schreiben
File Size Exceeding the Limit.,Dateigröße Überschreiten der Grenze.
Max Upload Size: 200 KB,Max hochladen Größe: 200 KB
Max Upload Size: 500 KB,Max hochladen Größe: 500 KB
This key already assigned to another seller. Please fill another.,Dieser Schlüssel bereits einem anderen Verkäufer zugeordnet. Bitte füllen anderen.
My Seller Profile,Mein Verkäufer-Profil
View Collection,Zur Kollektion
View Profile,Profil anzeigen
General,Allgemeines
Shop Title,Shop Titel
Contact Number,Kontakt Nummer
(Image Size: 150 X 150),(Bildgröße: 150 x 150)
Shop Logo,Shop Logo
(Image Size: 1180 X 250),(Bildgröße: 1180 x 250)
Shop Banner,Shop Banner
Shop Address 1,Shop Adresse 1
Shop Address 2,Shop Adresse 2
City,Stadt
Pincode,pincode
State,Zustand
Country,Land
Description,Beschreibung
Please provide link of your facebook page,Bitte geben Sie Link Ihrer Facebook-Seite
Facebook Link (optional),Facebook-Link (optional)
For example:,Zum Beispiel:
or,oder
Please provide link of your google plus profile,Bitte geben Sie Link Ihrer Google+ Profil
Google Plus Link (optional),Google Plus-Link (optional)
Please provide link of your twitter profile,Bitte geben Sie Link Ihrer Twitter-Profil
Twitter Link (optional),Twitter-Link (optional)
Meta Keywords,Meta-Keywords
Meta Description,Meta Description
Example: my-selling-store,Beispiel: my-Selling-store
Page Url Key,Seite URL Key
Policy,Politik
Return Policy,Rücknahmegarantie
Shipping Policy,Versandbedingungen
Payout,Auszahlungs
Admin will use the Payout information to make the payment. Only one payment information can be saved at a time.,"Admin wird die Auszahlungsinformationen verwenden, um die Zahlung zu leisten. Nur eine Zahlungsinformation kann zu einem Zeitpunkt gespeichert werden."
Select Payment Method,Wählen Sie die Zahlungsmethode
Seller,Verkäufer
Register As Seller,Registrieren Sie sich als Verkäufer
My Reviews,Meine Bewertungen
Customer Review,Kundenbewertung
Disapproval Reason,Ablehnungsgrund
Start Date,Anfangsdatum
End Date,Endtermin
Your comment to this vacation,Ihr Beitrag zu diesem Urlaub
Invalid format. Use: MM/dd/YYYY,Ungültiges Format. Verwendung: MM / tt /
End date should be greater than start date,Enddatum sollte größer sein als Startdatum sein
End date should be future date,Enddatum sollte zukünftiges Datum sein
My Vacations History,Mein Urlaub Geschichte
Set New Vacation,Set New Urlaub
Vacation Interval,Urlaub Interval
Is Active,Ist aktiv
Vacation Halt Status,Urlaub Halt-Status
Reason for canceling vacation,Grund für die Annullierung Urlaub
click to view product details,klicken Produktdetails zu sehen
Sorry! No Product(s) Found.,Es tut uns leid! Kein Produkt (e) gefunden.
Please select a category for your request.,Bitte wählen Sie eine Kategorie für Ihre Anfrage.
Please provide reason for your request.,Bitte geben Grund für Ihre Anfrage.
Request a New Category,Fordern Sie eine neue Kategorie
Choose a Category,Wähle eine Kategorie
Select Category,Kategorie wählen
Maximum 500 characters allowed.,Maximal 500 Zeichen erlaubt.
Submit Category Request Form,Senden Kategorie Anfrageformular
No categories are available for request.,Keine Kategorien sind für Anfrage erhältlich.
Payout Request,Auszahlung anfordern
New Payout Request,Neue Auszahlung anfordern
Request Reason,Grund der Anfrage
Submit Payout Request Form,Senden Auszahlungsanfrageformular
Payout Details,Auszahlungsdetails
Requested On,Angefragt am
Your Comment For Request,Ihr Kommentar anfordern
Only 200 characters allowed,Nur 200 Zeichen erlaubt
"Only (xls, xlsx) formats are allowed","Nur (xls, xlsx) Formate sind erlaubt"
Toggle navigation,Toggle-Navigation
My Account,Mein Konto
Logout,Ausloggen
Account Warning!,Konto-Warnung!
Back To Site,Zurück zur Website
Category Request Details,Details Kategorie anfordern
Category Name,Kategoriename
Your request is in pending. Please wait for store response.,Ihre Anfrage ist in der Warteschlange. Bitte warten Sie auf Speicher Antwort.
This feature is not active into your account.,Diese Funktion ist nicht aktiv in Ihr Konto.
To request this feature,So fordern Sie diese Funktion
Click,Klicken
Here,Hier
Request To Activate Import/Export Feature,Anfrage Import aktivieren / Export Funktion
Comment ,Kommentar
Required Field. Maximum 200 characters allowed.,Pflichtfeld. Maximal 200 Zeichen erlaubt.
Click to send request,Klicken Sie auf Anfrage senden
Your file has some errors. Please import file after resolving errors.,Die Datei hat einige Fehler. Bitte importieren Datei nach dem Beheben von Fehlern.
Click to download your file with errors,Klicken Sie auf Ihre Datei mit Fehlern zum Download
Download File with Errors,Download-Datei mit Fehlern
Go Back,Geh zurück
Please do not go back or refresh page while uploading your products.,"Bitte gehen Sie nicht zurück oder Seite aktualisieren, während der Produkte zu."
It may causes errors in your catalog.,Es kann zu Fehlern in Ihrem Katalog.
Download Template,Vorlage herunterladen
Select Product Type,Produkttyp wählen
Product Attribute Set,Produkt Attribut Set
Select Attribute Set,Wählen Sie Attribut Set
Download Template File,Vorlage herunterladen Datei
Please make sure that columns in your file must be matched with template file created for you on the basis of selected attribute.,"Bitte stellen Sie sicher, dass Spalten in Ihrer Datei muss mit Template-Datei für Sie auf der Grundlage von ausgewähltem Attribute erstellt angepasst werden."
Import Products,Produkte importieren
Import Action,Importaktion
Select Action,Aktion auswählen
"Action will only be performed on the basis of SKU of products. Without sku, product will not be consider for any action.",Die Maßnahmen werden nur auf der Grundlage von SKU der Produkte durchgeführt werden. Ohne sku wird Produkt nicht für Maßnahmen in Erwägung ziehen werden.
Upload File,Datei hochladen
"Only (xls, xlsx) file will be accepted","Nur (xls, xlsx) Datei wird akzeptiert"
File must not exceed %s MB,Die Datei muss nicht% s MB nicht überschreiten
Browse File,Durchsuchen Datei
Validate File,validieren Datei
File must no exceed %s MB,Die Datei muss nicht überschreiten% s MB
Import/Export Instructions,Import / Export Anleitung
Import,Einführen
Export,Export
Import Instructions,Import Anleitung
"Download Template as per your product type. At a time, only 1 type of products can be import.",Vorlage herunterladen als je Produkttyp. Zu einem Zeitpunkt kann nur 1 Art von Produkten Import sein.
"If you import more than 1 type of products from one file, then system will be fail or affect your catalog.","Wenn Sie mehr als 1 Art von Produkten aus einer Datei zu importieren, dann wird das System Ihren Katalog fehlschlagen oder beeinflussen."
Each template will have '%s' worksheet. Your import file must have this worksheet as it is. Please do not change anything in its content.,"Jede Vorlage wird ‚% s‘ Arbeitsblatt. Ihre Importdatei muss dieses Arbeitsblatt haben, wie es ist. Bitte nichts in ihrem Inhalt ändern."
Each template will have '%s' worksheet. Please provide product data from possible values of corresponding field. If field has possible values.,Jede Vorlage wird ‚% s‘ Arbeitsblatt. Bitte geben Sie Produktdaten aus möglichen Werten von entsprechendem Feld. Wenn das Feld hat mögliche Werte.
"Only 'xls, xlsx' file having size less than %sMB will be acceptable.","Nur ‚xls, xlsx‘ Datei mit einer Größe von weniger als% sMB akzeptabel sein wird."
If you want to import using exported data then copy the general & image sheet of exported file into general & image sheet of the downloaded template file.,"Wenn Sie exportierten Daten importieren möchten, verwenden, dann kopieren Sie die allgemeine & Bild Blatt exportierte Datei in die allgemeine und Bildblatt der heruntergeladenen Vorlagendatei."
"Use (|) to seperate value in multivalue field like category_ids, related_products.","Verwenden Sie (|) Wert in mehrwertig Feld zu trennen, wie Category_ids, related_products."
Export Instructions,Export Anleitung
Select export type in export section.,Wählen Sie Exporttyp in Export Abschnitt.
"If the export type is Category, then system will export only assigned categories to you.","Wenn der Exporttyp-Kategorie ist, dann wird das System exportieren nur Ihnen zugewiesenen Kategorien."
"In case of products, select product type and attributes set.","Bei Produkten, wählen Sie Produkttyp und Attribute gesetzt."
Exported data will be in xls/xlsx format.,Exportierte Daten werden in xls / xlsx-Format vorliegen.
Export Type,Exportart
Select Export Type,Wählen Sie Exportart
Category Export,Kategorie Export
Product Export,Produkt Export
Product Status,Produckstatus
All,Alles
Disabled,Deaktiviert
Enabled,aktiviert
In Stock,Auf Lager
Out of Stock,Ausverkauft
Export Data,Daten exportieren
This process will take few minutes.,Dieser Prozess wird einige Minuten dauern.
Please do not go back or refresh page while exporting your data.,"Bitte gehen Sie nicht zurück oder Seite aktualisieren, während die Daten zu exportieren."
Your are not eligible to use this feature as your account is either not approved or inactive.,"Sie sind nicht berechtigt, diese Funktion zu verwenden, da Ihr Konto ist entweder nicht oder inaktiv genehmigt."
"Currently, this feature is disabled by store.",Derzeit wird diese Funktion von Speicher deaktiviert.
You cannot use this feature as required library is missing. Please contact to support.,"Sie können diese Funktion nicht nutzen, wie erforderlich Bibliothek fehlt. Bitte kontaktieren Sie zu unterstützen."
Total Sale,Ausverkauf
Total Earning,Gesamtverdienst
Transaction Details,Details der Transaktion
My Earnings,mein Einkommen
Earnings History,Das Ergebnis Geschichte
Order Wise Earnings,Bestellen Wise Ergebnis
Transactions History,Transaktionen Geschichte
Total Paid,Ganz bezahlt
Balance,Balance
Quantity to Add,Menge hinzufügen
Low Stock Notification,Wenige Exemplare auf Lager Mitteilung
Configuration,Aufbau
Receive Low Stock Notifications,Erhalten Low Auf Benachrichtigungen
Save Seller Level Configuration,Speichern Verkäufer Level-Konfigurations
facebook,Facebook
twitter,zwitschern
google,Google
About Seller,Über Verkäufer
Description not available.,Keine Beschreibung verfügbar.
Write your thought,Schreiben Sie Ihre Gedanken
Summary of your review,Zusammenfassung Ihrer Kundenmeinung
Your Thought,Ihre Gedanken
Your Name,Dein Name
Rate this seller,Bewerten Sie diesen Verkäufer
Submit Review,Bewertung abschicken
Notify Customer by Email,Benachrichtigen Sie Kunden per E-Mail
Visible on Storefront,Visible auf Storefront
Submit Comment,Kommentar abschicken
Customer,Kunde
Notified,Benannte
Not Notified,nicht benachrichtigt
Please provide comment,Bitte geben Sie Kommentar
Product,Produkt
Subtotal,Zwischensumme
Order Detail,Bestelldetails
Click to download invoice.,Klicken Sie auf Rechnung zum Download bereit.
Download Invoice,Download Rechnung
Click to download shipping slip.,Klicken Sie Packzettel zum Download bereit.
Download Shipping Slip,Download Versandschein
Are you sure you want to send order email to customer?,"Sind Sie sicher, dass Sie, um E-Mail an Kunden schicken?"
Click to send email to customer,Eine eMail an Kunden senden
Send Email,E-Mail senden
Click to create shipment,Klicken Sie auf Sendung erstellen
Ship,Schiff
Print,Drucken
Basic Informations,Grundlegender Informationen
Order Status,Bestellstatus
Billing Address,Rechnungsadresse
Shipping Address,Lieferanschrift
Ordered,bestellt
Shipped,versendet
Canceled,Abgebrochen
Refunded,Refunded
Gift Message,Geschenk-Nachricht
Excl. Tax,Exkl. MwSt
Total,Gesamt
Incl. Tax,Incl. MwSt
Total incl. tax,Gesamtpreis inkl. MwSt
Invoiced,Fakturierte
Order Items,Auftragspositionen
Shipments,Sendungen
Ship to Name,Schiff auf Namen
Date Shipped,Datum geliefert
Total Qty,Gesamtmenge
click to view detail,Klicken Sie zur Detail
Tax,MwSt
Items To Be Shipped,Artikel zu versendenden
Qty to Ship,Menge zu liefern
Append Comments,anfügen Kommentare
Email Copy of Shipment,E-Mail-Kopie des Versandes
Submit Shipment,Senden Versand
New Shipment,Neu Versand
Back,Zurück
Shipment Tracking,Sendungsverfolgung
Carrier,Träger
Tracking No.,Tracking-Nummer
Action,Aktion
Add Tracking Number,In Tracking-Nummer
Invalid value(s) for Qty to Ship,Ungültiger Wert (e) für Stück zu liefern
Shipment Detail,Sendungsdetails
